CustomerID,SatisfactionScore,CLTV
7472-EQOAV,3,4485
5985-BEHZK,5,6423
9279-CJEOJ,4,5691
8029-XYPWT,4,4438
6646-JPPHA,3,5327
7658-UYUQS,5,5318
8746-BFOAJ,4,5766
8023-QHAIO,3,6035
8133-ANHHJ,4,5023
1707-HABPF,4,3191
6847-KJLTS,5,4005
4619-EVPHY,5,3748
4462-CYWMH,3,4981
9334-GWGOW,4,2259
4291-HYEBC,3,2305
1576-PFZIW,4,5866
0147-ESWWR,4,3172
1217-VASWC,4,4499
2522-WLNSF,4,2225
5327-XOKKY,3,5540
3312-ZWLGF,5,3172
0795-XCCTE,3,6141
7072-MBHEV,5,2333
8050-DVOJX,4,4537
8169-SAEJD,3,4162
1580-BMCMR,3,4447
4199-QHJNM,3,5869
5135-GRQJV,3,6051
2384-OVPSA,3,4947
1371-WEPDS,3,3587
3349-ANQNH,5,5513
5937-EORGB,4,2394
5539-HIVAK,4,3136
4583-PARNH,5,4045
1421-HCERK,5,2455
0716-BQNDX,3,4276
1162-ECVII,4,4265
8695-ARGXZ,5,5381
1697-NVVGY,4,4533
9112-WSNPU,4,5873
4976-LNFVV,5,4615
2077-MPJQO,4,3533
1480-IVEVR,3,2300
4118-CEVPF,3,2125
2428-HYUNX,5,4975
9693-XMUOB,4,5546
1635-NZATJ,5,5341
9943-VSZUV,4,5823
9355-NPPFS,3,4509
5828-DWPIL,4,4415
2931-FSOHN,5,5254
9971-ZWPBF,3,5151
8421-WZOOW,3,4912
2957-JIRMN,4,4166
5271-DBYSJ,5,3355
3915-ODIYG,3,4964
5671-UUNXD,3,5791
4698-KVLLG,5,4224
0282-NVSJS,4,3353
7537-CBQUZ,3,5961
4750-UKWJK,4,5730
4884-ZTHVF,5,3950
3055-OYMSE,3,6469
1468-DEFNC,3,4772
9605-WGJVW,5,2422
4627-MIHJH,3,4948
5553-AOINX,4,4892
3258-SANFR,3,4270
4833-QTJNO,3,5261
2322-VCZHZ,3,4999
6383-ZTSIW,3,4599
0118-JPNOY,3,5700
9000-PLFUZ,3,4277
7779-ORAEL,3,5837
0644-OQMDK,4,4510
1658-XUHBX,3,6492
2378-HTWFW,3,5527
3719-TDVQB,4,5548
0201-MIBOL,3,4861
8495-PRWFH,4,5831
0439-IFYUN,4,3896
6458-CYIDZ,4,3468
1932-UEDCX,4,3669
5188-HGMLP,5,4991
5331-RGMTT,5,4011
4476-OSWTN,3,4887
6726-WEXXK,3,5755
4023-RTIQM,3,2166
7872-RDDLZ,4,4826
3162-KKZXO,4,5182
8904-OPDCK,3,4691
6048-QBXKL,4,2069
6734-FQAJX,4,4143
2378-VTKDH,5,4073
2974-GGUXS,5,3273
7994-XIRTR,4,6161
5298-GSTLM,4,4483
6121-TNHBO,3,5428
5119-NZPTV,4,5592
3865-ZYKAD,3,4503
2205-LPVGL,3,5035
4868-AADLV,3,4578
3256-EZDBI,4,6285
4726-DLWQN,3,5596
3518-FSTWG,3,4086
0230-UBYPQ,3,5089
1763-KUAAW,4,4713
1104-TNLZA,3,4174
5195-KPUNQ,4,4766
3908-MKIMJ,3,5607
6969-MVBAI,5,2893
2453-SAFNS,5,4277
7426-GSWPO,3,5125
4909-JOUPP,4,4319
6437-UDQJM,3,4999
1226-IENZN,4,4351
3411-WLRSQ,5,3711
0822-QGCXA,5,5907
3588-WSTTJ,4,3484
3798-EPWRR,5,4057
2452-MRMZF,3,5079
4989-LIXVT,3,5080
5481-NTDOH,3,4126
0749-IRGQE,4,4118
1754-GKYPY,3,4180
1591-MQJTP,4,4163
7471-MQPOS,4,6404
3259-KNMRR,4,5371
6120-RJKLU,4,6488
4323-OHFOW,4,4605
6563-VNPMN,4,5397
2267-WTPYD,5,6015
9129-UXERG,4,2094
6229-LSCKB,5,2893
6127-IYJOZ,5,5715
8065-QBYTO,4,5448
7921-LMDFQ,4,6034
5820-PTRYM,4,4368
6211-WHMYA,5,6055
3454-JFUBC,5,6136
2451-YMUXS,3,4494
4690-PKDQG,3,4121
7789-CRUVC,3,5274
9972-VAFJJ,3,6355
5981-ZVXOT,3,5139
2274-XUATA,3,4933
0666-UXTJO,5,5393
1035-IPQPU,4,5187
2235-DWLJU,5,4611
3605-JISKB,4,4212
3668-QPYBK,1,3239
9237-HQITU,2,2701
9305-CDSKC,3,5372
7892-POOKP,3,5003
0280-XJGEX,1,5340
4190-MFLUW,1,5925
1066-JKSGK,1,4832
6467-CHFZW,1,5789
8665-UTDHZ,1,2915
8773-HHUOZ,1,3022
6047-YHPVI,1,2454
5380-WJKOV,2,2941
8168-UQWWF,3,5674
7760-OYPDY,1,5586
9420-LOJKX,1,2966
5698-BQJOH,3,5571
5919-TMRGD,1,2483
9191-MYQKX,1,3457
8637-XJIVR,1,5806
0278-YXOOG,3,2604
3192-NQECA,2,5034
0486-HECZI,1,5154
5299-RULOA,2,5998
0404-SWRVG,1,4415
6207-WIOLX,1,4190
3091-FYHKI,3,2301
2372-HWUHI,3,2570
4080-OGPJL,1,2662
2135-RXIHG,1,2600
3874-EQOEP,1,2786
0867-MKZVY,1,5719
3376-BMGFE,1,4287
1875-QIVME,3,4690
0691-JVSYA,1,4328
6317-YPKDH,1,4534
9367-WXLCH,2,2152
1918-ZBFQJ,1,5142
1024-GUALD,1,4851
2472-OVKUP,2,2283
1285-OKIPP,2,3394
7825-ECJRF,1,3764
7841-TZDMQ,3,2667
9408-SSNVZ,2,2227
0742-MOABM,2,3394
2232-DMLXU,2,3638
8937-RDTHP,2,2484
1251-KRREG,3,2556
0322-YINQP,1,5687
4629-NRXKX,1,5687
4959-JOSRX,2,4884
6323-AYBRX,3,5084
6366-ZGQGL,2,5087
5940-AHUHD,2,3338
6432-TWQLB,3,3676
4484-GLZOU,2,4839
9512-UIBFX,3,4643
5583-SXDAG,3,4094
3580-REOAC,2,4061
6390-DSAZX,1,2565
7563-BIUPC,2,5715
2321-OMBXY,1,2071
0122-OAHPZ,3,2473
2868-SNELZ,1,2683
4322-RCYMT,3,4903
6680-NENYN,1,5250
1343-EHPYB,2,4352
2034-GDRCN,3,4157
0219-YTZUE,3,4939
4572-DVCGN,3,3598
1010-DIAUQ,3,5383
0259-GBZSH,1,3878
9601-BRXPO,3,3642
6905-NIQIN,1,2431
5167-ZFFMM,3,3424
6599-CEBNN,3,5795
0979-PHULV,3,4020
4800-VHZKI,3,3351
7989-CHGTL,1,3448
0578-SKVMF,1,3804
9063-ZGTUY,3,4221
2957-LOLHO,3,2887
7752-XUSCI,2,4105
4110-PFEUZ,1,2792
0256-LTHVJ,1,5201
0880-TKATG,1,4417
3811-VBYBZ,1,2031
4640-UHDOS,1,4498
3583-EKAPL,1,4877
9399-APLBT,1,5980
2359-KMGLI,1,4418
0306-JAELE,1,4192
6227-HWPWX,1,5671
0447-BEMNG,1,4926
5949-XIKAE,1,2879
8372-JUXUI,1,2814
0388-EOPEX,1,4263
8205-OTCHB,3,3099
7783-YKGDV,1,2538
7218-HKQFK,2,3715
4636-QRJKY,3,5032
9412-GHEEC,1,3492
6825-UYPFK,1,2115
8397-MVTAZ,3,2568
9282-IZGQK,3,5679
1342-JPNKI,3,2966
2817-NTQDO,3,4856
6986-IJDHX,1,3364
5301-GAUUY,1,5974
0939-YAPAF,3,2744
4710-FDUIZ,2,5170
1218-VKFPE,1,3535
3627-FHKBK,1,3244
0719-SYFRB,1,5670
6543-CPZMK,2,2573
4765-OXPPD,1,3983
1009-IRMNA,3,4479
7207-RMRDB,1,5720
0195-IESCP,3,3573
4580-TMHJU,2,2152
0970-ETWGE,2,4996
0887-HJGAR,3,2295
9576-ANLXO,1,2876
2024-BASKD,3,3860
4464-JCOLN,3,2362
5650-VDUDS,2,2038
7538-GWHML,2,2323
3859-CVCET,1,2864
3276-HDUEG,2,4838
0822-GAVAP,1,3146
1448-PWKYE,1,2046
2276-YDAVZ,3,4965
5896-NPFWW,1,3273
7133-VBDCG,2,4535
1029-QFBEN,2,3556
4952-YSOGZ,3,5640
1589-AGTLK,3,2450
6439-GTPCA,1,5269
5138-WVKYJ,1,3658
2189-WWOEW,3,3579
1894-IGFSG,1,3161
7379-POKDZ,1,3038
0236-HFWSV,1,5264
3900-AQPHZ,2,4248
5842-POCOP,1,4356
2037-XJFUP,2,4161
7314-OXENN,3,3051
0322-CHQRU,1,3478
4678-DVQEO,1,4138
3009-JWMPU,2,5016
1450-GALXR,1,5184
3138-BKYAV,3,4694
4289-DTDKW,1,2576
1820-TQVEV,2,3042
2239-JALAW,1,6105
4853-RULSV,1,4544
6275-YDUVO,3,2969
0115-TFERT,3,4123
2311-QYMUQ,3,3696
3104-OWCGK,3,4111
9101-BWFSS,2,4274
6982-SSHFK,1,3522
1038-ZAGBI,3,2653
3027-ZTDHO,1,5951
2382-BCKQJ,3,5600
2207-NHRJK,1,3718
9944-HKVVB,1,5861
4124-MMETB,2,3665
3671-SHRSP,3,3080
3313-QKNKB,3,6304
5073-WXOYN,2,4941
0207-MDKNV,1,2122
9851-KIELU,1,5803
3908-BLSYF,1,3962
7549-MYGPK,2,5413
3804-RVTGV,2,5812
9227-LUNBG,2,5768
4315-MURBD,1,5559
9734-YWGEX,2,2954
2719-BDAQO,1,4940
9625-QSTYE,1,4806
6400-BWQKW,1,3263
6680-WKXRZ,3,2054
9448-REEVD,3,3700
9117-SHLZX,3,3571
4541-RMRLG,3,4489
3158-MOERK,2,3391
7294-TMAOP,2,2627
2834-JRTUA,1,5200
5875-YPQFJ,3,5367
8603-IJWDN,3,5228
3842-IYKUE,2,2455
6641-XRPSU,2,2318
8357-EQXFO,2,3077
9524-EGPJC,1,4260
6993-OHLXR,1,5225
8818-XYFCQ,1,5026
4695-VADHF,1,2989
3863-IUBJR,1,2595
8436-BJUMM,3,2404
9948-YPTDG,1,2405
4883-QICIH,2,2356
8329-IBCTI,3,5881
5669-SRAIP,2,2863
5981-ITEMU,3,3099
6941-PMGEP,3,3937
1624-WOIWJ,1,5686
2074-GKOWZ,1,3851
0376-YMCJC,2,4359
0634-SZPQA,2,4650
5536-RTPWK,2,5157
6166-ILMNY,1,5667
3097-NNSPB,1,2960
0655-RBDUG,1,2561
4361-BKAXE,1,3038
9878-TNQGW,3,3533
4607-CHPCA,3,5801
8824-RWFXJ,1,2539
9763-PDTKK,1,4249
7627-JKIAZ,3,3982
4081-DYXAV,3,5182
0927-LCSMG,3,3331
8257-RZAHR,1,4049
0841-NULXI,1,3958
7851-WZEKY,2,2414
8844-TONUD,1,5295
5868-CZJDR,2,3605
0135-NMXAP,3,5671
6270-OMFIW,2,4990
0107-WESLM,2,3874
3992-YWPKO,1,5750
0125-LZQXK,2,3025
5673-FSSMF,3,4611
1579-KLYDT,2,5356
3927-NLNRY,3,5414
6358-LYNGM,3,2548
5494-HECPR,2,2502
9824-BEMCV,2,3368
1373-ORVIZ,1,2860
9866-QEVEE,1,4857
9897-KXHCM,1,3212
7979-CORPM,2,5927
1618-CFHME,1,2101
3165-HDOEW,2,3706
6581-NQCBA,1,4840
1689-MRZQR,3,2777
5835-BEQEU,2,4428
5552-ZNFSJ,3,4568
2223-KAGMX,1,5379
7321-PKUYW,1,5250
2833-SLKDQ,1,4094
7595-EUIVN,1,3940
2026-TGDHM,1,3830
4030-VPZBD,2,2860
2408-TZMJL,1,4601
7993-PYKOF,1,2587
5027-XWQHA,2,2087
4566-QVRRW,1,3200
0201-OAMXR,1,4838
7831-QGOXH,3,3326
6393-WRYZE,2,3979
6599-RCLCJ,2,5863
9831-BPFRI,2,3849
1725-MIMXW,2,5687
0031-PVLZI,1,4133
4791-QRGMF,3,6098
4671-LXRDQ,1,5704
1934-SJVJK,2,4103
3838-OZURD,1,5723
9269-CQOOL,1,3335
2845-HSJCY,2,4786
1184-PJVDB,1,5640
9415-DPEWS,3,5727
7943-RQCHR,2,2893
3249-ZPQRG,1,5048
2568-BRGYX,1,5094
7721-JXEAW,2,4324
7249-WBIYX,2,5146
3164-AALRN,2,2673
3334-CTHOL,2,2041
4704-ERYFC,1,2159
0471-LVHGK,2,2041
9518-RWHZL,1,5452
6240-EURKS,2,2649
6960-HVYXR,1,2567
7861-UVUFT,1,4003
0680-DFNNY,2,2055
7767-UXAGJ,3,2928
1571-SAVHK,1,5598
9546-CQJSU,1,5100
2951-QOQTK,2,5436
3473-XIIIT,1,3794
7893-IXHRQ,2,5636
2952-QAYZF,1,2264
4763-PGDPO,1,4494
5394-SVGJV,1,3066
9283-LZQOH,1,3687
7079-QRCBC,1,4016
5469-CTCWN,1,4334
9851-QXEEQ,1,3316
5208-HFSBT,1,5855
2667-WYLWJ,3,2247
1092-GANHU,2,3182
7881-EVUAD,2,4648
5766-XQXMQ,1,5449
3703-VAVCL,2,3902
8519-QJGJD,2,4995
6326-MTTXK,2,3849
0330-IVZHA,2,2969
2886-KEFUM,3,6144
4237-RLAQD,2,5930
9651-GTSAQ,3,4471
3186-BAXNB,3,4319
0637-YLETY,1,5915
1157-BQCUW,1,2591
2003-CKLOR,2,4001
9254-RBFON,2,5160
1205-WNWPJ,3,4661
8387-MOJJT,1,5396
6032-KRXXO,2,5654
7459-RRWQZ,1,4780
3092-IGHWF,2,4421
6352-TWCAU,1,5874
2929-QNSRW,1,4886
1262-OPMFY,3,5105
1899-VXWXM,1,5898
3331-HQDTW,1,3410
5442-XSDCW,1,3469
3049-NDXFL,3,2850
7963-GQRMY,2,4903
1228-FZFRV,1,5536
2058-DCJBE,1,3965
5364-XYIRR,1,4747
4829-AUOAX,2,2712
9158-VCTQB,1,4963
6311-UEUME,2,3249
6839-ITVZJ,2,2039
0375-HVGXO,3,4476
8593-WHYHV,1,4934
6097-EQISJ,1,4688
4423-YLHDV,1,5570
0107-YHINA,1,4214
8640-SDGKB,2,3633
4116-TZAQJ,1,5393
3877-JRJIP,2,4017
7511-YMXVQ,1,5028
7551-JOHTI,2,5211
9804-ICWBG,2,3349
5318-IXUZF,2,4149
3198-VELRD,1,2014
9436-ZBZCT,2,5463
7198-GLXTC,3,5239
0516-VRYBW,3,4931
8380-PEFPE,1,2377
5687-DKDTV,3,5984
7530-HDYDS,2,2885
3096-IZETN,3,4741
5922-ABDVO,3,3046
9172-ANCRX,1,5561
6910-HADCM,2,5613
4816-LXZYW,1,5216
4911-BANWH,3,4198
8496-EJAUI,3,2251
6365-MTGZX,1,3068
1349-WXNGG,2,4710
6990-YNRIO,1,6120
0621-TWIEM,1,4097
2485-ITVKB,2,2643
3669-OYSJI,2,4167
1612-EOHDH,3,5828
7517-SAWMO,2,4718
4143-HHPMK,3,6402
7054-LGEQW,2,4888
0923-PNFUB,2,4852
3494-JCHRQ,2,2699
6474-FVJLC,2,4546
4547-LYTDD,1,2850
6770-XUAGN,2,3753
3143-ILDAL,3,4830
4720-VSTSI,2,3997
3946-MHCZW,1,5111
6651-AZVTJ,1,6088
4566-GOLUK,2,3620
2484-DGXPZ,3,2687
4587-NUKOX,1,5339
0420-BWTPW,2,5578
8183-ONMXC,3,2176
9614-RMGHA,3,5530
5054-IEXZT,3,5284
5834-ASPWA,3,5518
3948-XHGNA,1,5005
0565-IYCGT,1,6230
5445-UTODQ,2,3238
1024-VRZHF,1,2044
0348-SDKOL,2,4415
4373-MAVJG,2,5148
8901-HJXTF,1,3747
5419-KLXBN,2,5853
9828-AOQLM,1,3187
7615-ESMYF,3,5482
3858-VOBET,3,5897
1447-PJGGA,1,5789
8565-CLBZW,3,2050
9139-WQQDY,3,4235
0224-HJAPT,2,2857
8086-OVPWV,1,2384
9430-FRQOC,2,5587
3074-GQWYX,2,3520
6845-RGTYS,1,4622
8861-HGGKB,2,5699
7065-YUNRY,1,3049
7694-VLBWQ,2,4857
6481-OGDOO,1,4394
3753-TSEMP,1,2524
8305-VHZBZ,1,4325
9172-JITSM,1,2641
6298-QDFNH,1,4718
6173-ITPWD,1,2516
9734-UYXQI,1,5115
2189-UXTKY,1,3410
4958-GZWIY,2,2984
6356-ELRKD,2,4091
8624-GIOUT,1,6006
3177-LASXD,3,2619
4897-QSUYC,3,4939
1084-UQCHV,2,2901
2955-BJZHG,1,5174
3806-DXQOM,2,2563
9300-RENDD,3,4815
0761-AETCS,2,3236
2153-MREFK,1,3599
3106-ULWFW,1,2887
0925-VYDLG,3,5898
4349-GFQHK,3,4212
7802-EFKNY,1,5865
8035-BUYVG,1,5422
9787-XVQIU,3,3596
8945-MUQUF,3,5074
3023-GFLBR,2,3336
0524-IAVZO,2,3698
2737-YNGYW,3,2856
5159-YFPKQ,1,5270
7927-AUXBZ,2,4417
7619-ODSGN,1,5699
2514-GINMM,2,4490
2659-VXMWZ,3,4146
4285-GYRQC,2,3344
8337-MSSXB,2,3677
8182-BJDSI,1,2468
2482-CZGBB,1,3156
0866-QLSIR,2,5189
7181-BQYBV,1,4811
6204-IEUXJ,3,4330
4529-CKBCL,2,4381
2506-CLAKW,1,3578
1583-IHQZE,2,3965
0151-ONTOV,1,4739
0320-JDNQG,1,3425
7180-PISOG,3,5554
3571-RFHAR,2,6001
9578-VRMNM,1,4722
6140-QNRQQ,1,5739
4307-KTUMW,1,5543
7470-MCQTK,2,2655
7488-MXJIV,1,3223
2027-FECZV,2,2406
2672-DZUOY,1,5386
3870-MQAMG,1,6189
4800-CZMPC,1,4736
7377-DMMRI,1,4134
8949-JTMAY,1,5144
3211-ILJTT,1,4469
5103-MHMHY,1,4563
0235-KGSLC,2,3967
2884-GBPFB,3,5413
5136-KCKGI,2,4461
3722-WPXTK,1,4254
2929-ERCFZ,1,2939
7548-SEPYI,2,5056
8835-VSDSE,2,4559
1623-NLDOT,2,2044
5236-PERKL,1,4738
7854-FOKSF,1,4747
2519-FAKOD,1,5274
7089-IVVAZ,1,2363
9492-TOKRI,1,2708
3325-FUYCG,1,3770
8481-YYXWG,3,4584
2609-IAICY,3,2756
1740-CSDJP,2,2548
2636-OHFMN,2,3955
1323-OOEPC,2,6481
9921-ZVRHG,1,4155
4701-MLJPN,3,2933
9206-GVPEQ,1,5212
1596-BBVTG,3,2785
8433-WXGNA,1,4676
3707-GNWHM,1,4750
5766-ZJYBB,2,4152
8931-GJJIQ,2,3520
4277-PVRAN,1,5071
0203-HHYIJ,3,3779
0952-KMEEH,1,5525
8178-EYZUO,1,3378
3230-WYKIR,1,3306
0407-BDJKB,2,4129
9600-UDOPK,3,4095
4074-SJFFA,3,2614
4910-GMJOT,1,4033
4323-SADQS,1,3520
4446-BZKHU,1,5011
5202-IVJNU,3,3106
5976-JCJRH,3,2162
0137-OCGAB,3,3056
3351-NQLDI,1,4348
7593-JNWRU,2,4525
4588-YBNIB,2,4205
5028-GZLDO,1,5317
6877-TJMBR,3,2627
6769-DCQLI,2,4630
2433-KMEAS,1,2445
2195-ZRVAX,2,3631
3550-SAHFP,2,5456
2011-TRQYE,2,5474
4873-ILOLJ,1,5546
2725-KXXWT,3,5460
9565-DJPIB,1,4689
8348-HFYIV,3,5775
6849-WLEYG,3,2611
4659-NZRUF,3,5830
8429-XIBUM,1,4694
2608-BHKFN,1,3600
7341-LXCAF,1,4013
9462-MJUAW,1,4399
8128-YVJRG,1,4513
1569-TTNYJ,2,3401
4749-VFKVB,2,4778
7598-UAASY,1,4340
7938-OUHIO,3,3916
0431-APWVY,3,5958
3426-NIYYL,2,2087
3387-VATUS,3,5701
1143-NMNQJ,2,2187
0415-MOSGF,2,3204
2495-INZWQ,2,5605
4139-SUGLD,1,2067
6857-VWJDT,2,3473
5624-BQSSA,1,4285
5577-OTWWW,2,2428
6100-QQHEB,3,5775
2691-NZETQ,2,2752
4404-HIBDJ,1,5175
7295-JOMMD,1,2895
5013-SBUIH,1,5855
6023-YEBUP,1,5351
7209-JCUDS,1,2832
6158-DWPZT,2,3195
3763-GCZHZ,2,5504
0772-GYEQQ,2,5202
4831-EOBFE,1,5150
9170-GYZJC,1,4734
2002-MZHWP,2,3820
2004-OCQXK,1,5622
5027-QPKTE,1,4292
2672-HUYVI,2,2266
7508-MYBOG,1,2177
0148-DCDOS,1,5641
9992-RRAMN,1,5248
0310-MVLET,3,5612
5696-QURRL,3,2644
0495-RVCBF,3,2066
7854-EDSSA,3,2195
8869-TORSS,1,2681
2115-BFTIW,1,4881
0611-DFXKO,2,4594
7780-OTDSO,1,2421
9747-DDZOS,2,4378
0564-JJHGS,2,5007
3348-CFRNX,1,2990
1428-GTBJJ,2,4601
2249-YPRNG,2,4223
7410-YTJIK,1,2872
4626-GYCZP,1,3506
5590-BYNII,2,4152
3237-AJGEH,3,5122
1591-NFNLQ,3,4769
0596-BQCEQ,1,4120
1481-ZUWZA,1,5433
2309-OSFEU,1,2529
7613-LLQFO,2,3330
2640-PMGFL,1,2518
3801-HMYNL,1,3123
4484-CGXFK,1,3190
6214-EDAKZ,2,5115
6127-ISGTU,3,3075
8740-XLHDR,2,5824
1208-DNHLN,2,4580
1761-AEZZR,2,5593
7120-RFMVS,2,4340
7317-GGVPB,1,4982
1322-AGOQM,2,2243
5692-FPTAH,2,2168
1550-LOAHA,2,4017
0268-QKIWO,3,2647
0876-WDUUZ,2,3716
0617-FHSGK,2,5283
2858-MOFSQ,2,5472
7005-CCBKV,3,4539
4250-FDVOU,1,4110
2141-RRYGO,3,5274
6376-GAHQE,2,2140
5052-PNLOS,3,3662
6979-ZNSFF,1,2545
2386-LAHRK,1,5094
6032-IGALN,1,4769
0516-WJVXC,1,5476
8809-RIHDD,3,5055
4822-NGOCH,2,5801
1432-FPAXX,2,3615
3884-HCSWG,1,4390
5077-DXTCG,1,2293
1142-WACZW,2,4268
4892-VLANZ,3,5600
2919-HBCJO,1,4580
4236-XPXAV,2,2283
3030-YZADT,1,5023
7410-KTVFV,1,2815
8393-DLHGA,1,2241
2834-SPCJV,1,6216
0587-DMGBH,3,2269
3523-QRQLL,2,5922
0895-DQHEW,1,4019
8149-RSOUN,3,3014
7250-EQKIY,2,2426
4013-UBXWQ,3,4612
5519-NPHVG,3,3975
8849-GYOKR,1,4893
3148-BLQJT,1,5747
0461-CVKMU,1,5737
8806-EAGWC,2,5698
4183-WCSEP,1,3091
5498-TXHLF,3,3358
9722-UJOJR,1,2663
6772-KSATR,1,5574
7112-OPOTK,2,5647
4210-QFJMF,1,5762
5828-AVIPD,3,4072
1086-LXKFY,1,4779
7774-OJSXI,3,5387
7786-WBJYI,2,5365
5016-ETTFF,3,3797
3866-MDTUB,1,3257
0697-ZMSWS,1,2330
7593-XFKDI,1,3017
0337-CNPZE,2,5383
1513-XNPPH,1,5047
6347-DCUIK,1,4231
0897-FEGMU,3,5286
7663-RGWBC,1,4773
1120-BMWUB,3,5091
9124-LHCJQ,1,2318
2235-ZGKPT,1,5386
3891-PUQOD,1,5020
0689-NKYLF,2,4028
3658-KIBGF,1,2833
5519-YLDGW,1,3769
4946-EDSEW,1,5638
8185-UPYBR,1,5838
4585-HETAI,1,5026
7526-BEZQB,1,2577
4951-UKAAQ,1,5948
2108-YKQTY,3,4930
4918-QLLIW,2,2755
1625-JAIIY,1,4714
2947-DOMLJ,1,3677
4112-LUEIZ,3,4206
4510-HIMLV,2,4154
2430-USGXP,1,4766
5955-ERIHD,1,2206
5949-EBSQK,2,2131
7274-RTAPZ,1,3898
0311-UNPFF,2,4910
3834-XUIFC,1,3905
7599-FKVXZ,1,2265
8229-TNIQA,2,3443
6221-AVQYL,1,2919
7743-EXURX,1,3758
5569-KGJHX,3,2445
7730-IUTDZ,1,4673
0426-TIRNE,3,5527
7587-RZNME,3,4849
0748-RDGGM,2,6136
3746-EUBYR,1,5861
2332-EFBJY,1,3438
9474-PHLYD,1,5129
2165-VOEGB,2,3322
2219-MVUSO,2,3721
8914-RBTSB,1,4115
0963-ZBDRN,3,3606
7594-RQHXR,2,3108
6331-EWIEB,2,2414
5998-VVEJY,3,2729
4317-VTEOA,2,5355
1670-SVOWZ,1,2504
7541-YLXCL,1,5220
0260-ZDLGK,1,3585
8722-NGNBH,1,3125
0133-BMFZO,2,3529
6128-CZOMY,2,4689
9540-JYROE,1,2899
3656-TKRVZ,2,5787
1501-SGHBW,1,3843
3208-YPIOE,3,4696
2612-RANWT,2,3682
2933-FILNV,3,2635
9986-BONCE,1,5822
4083-EUGRJ,1,3361
6410-LEFEN,1,3757
3194-ORPIK,1,5135
8816-VXNZD,2,4335
9378-FXTIZ,3,4596
1723-HKXJQ,2,5545
7825-GKXMW,1,5973
1240-KNSEZ,3,4933
0836-SEYLU,1,4800
3716-BDVDB,1,5795
5899-MQZZL,2,2189
6849-OYAMU,2,2608
6038-GCYEC,1,5153
1150-WFARN,1,5516
3144-AUDBS,1,5271
5616-PRTNT,2,3785
6688-UZPWD,1,5750
2839-RFSQE,2,3845
0968-GSIKN,3,3901
1965-DDBWU,3,5953
9057-SIHCH,1,3260
6771-XWBDM,1,4471
8601-QACRS,2,2353
2391-SOORI,1,5858
2645-QTLMB,3,5267
4806-HIPDW,2,5644
8443-ZRDBZ,1,3685
9136-ALYBR,3,2121
7479-NITWS,1,4154
2959-MJHIC,1,4167
5960-WPXQM,1,3555
0684-AOSIH,1,4489
8260-NGFNY,2,3196
1725-IQNIY,2,6274
6598-RFFVI,3,2279
8614-VGMMV,1,5209
2930-UOTMB,1,4403
2533-QVMSK,3,6295
8625-AZYZY,3,4734
9306-CPCBC,3,3207
2656-TABEH,2,2650
2325-ZUSFD,1,4669
3932-CMDTD,2,4663
3594-UVONA,1,3833
0004-TLHLJ,1,4479
5089-IFSDP,1,6424
4817-VYYWS,1,3598
1396-QWFBJ,3,5630
5299-SJCZT,3,4480
2898-LSJGD,1,5531
7359-PTSXY,1,3531
4503-BDXBD,1,4251
6086-ESGRL,1,3947
3886-CERTZ,1,4261
5759-RCVCB,1,5450
6372-RFVNS,3,5075
8938-UMKPI,1,4804
0991-BRRFB,1,4028
6319-IEJWJ,1,2058
9025-AOMKI,2,5617
5275-SQEIZ,1,3096
7716-YTYHG,2,3365
4390-KYULV,1,4115
8945-GRKHX,1,2728
6959-UWKHF,1,4895
3815-SLMEF,1,2802
5154-VEKBL,1,3032
4587-VVTOX,1,4163
4652-NNHNY,1,3226
8515-OCTJS,3,4931
5261-QSHQM,1,4909
8868-WOZGU,3,2464
1334-FJSVR,1,2846
7625-XCQRH,3,2291
1731-TVIUK,2,4554
0618-XWMSS,1,5392
2565-JSLRY,2,3162
6689-KXGBO,1,3420
6615-NGGZJ,2,5224
4255-DDUOU,1,2398
2984-MIIZL,1,5882
5590-YRFJT,3,3298
3677-TNKIO,1,3228
3329-WDIOK,1,4800
2873-ZLIWT,2,5764
3415-TAILE,1,4265
1915-IOFGU,2,4123
3045-XETSH,3,3074
7239-HZZCX,3,4851
7683-CBDKJ,1,2881
0628-CNQRM,1,3378
7665-TOALD,1,2412
0112-QWPNC,2,6452
2777-PHDEI,1,3458
1196-AMORA,1,2679
4282-YMKNA,2,5003
5356-RHIPP,1,5355
0746-JTRFU,1,4810
4628-CTTLA,1,4917
2876-VBBBL,2,2783
6834-NXDCA,3,2967
5597-GLBUC,2,4931
2748-MYRVK,3,4776
4822-YCXMX,1,4203
9821-POOTN,2,4639
6559-ILWKJ,1,4879
4229-CZMLL,1,4160
3663-MITLP,3,3968
9025-ZRPVR,3,5403
3285-UCQVC,2,4429
3737-GCSPV,1,3101
4088-YLDSU,1,4369
5797-APWZC,1,2540
3683-QKIUE,2,4713
4228-ZGYUW,3,3212
3519-ZKXGG,2,4062
6416-TVAIH,3,5753
5108-ADXWO,1,4509
3066-RRJIO,3,5341
6715-OFDBP,1,4944
1567-DSCIC,1,2632
2150-UWTFY,1,4626
2683-BPJSO,1,2651
2157-MXBJS,3,4800
1087-UDSIH,3,5000
5445-PZWGX,1,5090
9170-CCKOU,1,2026
1043-YCUTE,3,6484
3814-MLAXC,1,2554
1226-UDFZR,1,3599
5442-UTCVD,1,2704
